alpha.1,alpha.2,b_spell.1,b_spell.2,delta.1,delta.2,phi,theta.1,theta.2
6.988882223126528,4.698457854510814,-0.1048415474216182,-0.15389774682686053,0.4464367024473848,0.6098579339170341,0.04634469948766108,0.04981016172789963,0.25115100857784667
6.920936761575364,4.727852326791069,-0.10038633694025983,-0.104234482602139,0.5708018857727469,0.17373978115014488,0.03217231103362075,0.01931792851288654,0.5364148602875353
6.8216021114923855,4.669126574188233,0.0924665426947953,0.1648411175919402,0.5814264062619923,0.38950718569960174,0.012079185509843854,0.04945326899692336,0.3461689523004438
6.977315032914021,4.786510804129038,-0.09544076341823472,0.14150839852475558,0.3770001472450116,0.2244948974885039,0.01925818886797356,0.026427834501891834,0.24689477759534048
6.908471612696238,4.603760933652516,0.08076226654501593,0.09001644848720794,0.8559101197817249,0.28440706695101853,0.04343729580423324,0.10797130474835286,0.7258102978388873
6.987625827842727,4.72990986252512,-0.028572803518761316,0.2068615217308948,0.44646578823112437,0.4171557267519807,0.020006884693512663,0.01773527463468483,0.25722515430946935
6.995984531426296,4.7106471817332976,-0.023624230827635755,0.09023426250539734,1.2308688991945334,0.4636927174007566,0.031294622510735094,0.014304083104042457,0.2563678804570995
6.926279669285824,4.731066575479495,0.0672305350314881,0.11658546790405856,0.16748692906897325,0.26573228382604325,0.028222073510846667,0.06541735167680296,0.28483196400671734
7.04694179104291,4.797155415130305,-0.05146869886713787,0.06035664092494776,0.8738467083325633,0.16181765431397413,0.029256137970221,0.04618401664359814,0.4977381408894878
6.922136125671734,4.655393834444613,0.08148185000221432,0.13251365772030846,1.246700501291608,0.2650409288164819,0.031030568742665035,0.01233971097850162,0.30705264094578844
6.874289864225275,4.603565960283509,0.03867466627194376,0.1354877318767351,0.6723976935329439,0.39306726207340864,0.03513038345500586,0.009475092838413381,0.2472051387749658
6.801081959370543,4.590903607392491,0.11817579656415744,0.10649239478933445,0.27243128472718314,0.698000321513874,0.032062745440650235,0.04871791182502769,0.24969805757224134
6.968495214526056,4.740864295889717,0.12995302544142728,0.1386046811173342,0.8726275470055691,0.6467000309400313,0.03012217169228859,0.004530105429784461,0.17920604649003513
6.890224896641487,4.652162641813856,0.08229299745815302,0.06888062455212296,1.1612114926657224,0.4334556889704482,0.03573079212641124,0.06430152752847242,0.5134767791590205
6.812116244257642,4.65402058054444,0.10655480969036,0.15348288503817584,0.23351977089513193,0.29424503266509594,0.022901874352946064,0.008650861620725203,0.2826923144809975
6.905583298179217,4.5351947589514685,-0.007074965958884303,0.11802143125881763,0.2155635704258411,0.21172908835088242,0.044375254274891376,0.019071627137799904,0.38690277284263846
6.9304418846284825,4.520310517072996,0.0758971917186923,0.24312600729622566,4.870500009195025,0.14460830968460994,0.06254650466721093,0.007503425691082593,0.44360702981359273
6.920864746985166,4.744381790035962,0.10777586572571062,0.11404012075808002,2.7036404225329362,0.3730745182016642,0.02271464435437938,0.014953856741374852,0.2833121033074252
6.924597364440045,4.696341846400854,0.06198723101183791,0.006854299496316762,2.18203554019833,0.2901224814427866,0.037957687686096836,0.031975962972335244,0.5527269567550053
6.91878970347744,4.648378747672321,0.045040978838690265,0.13642868318599055,0.04609140525100941,0.6670165476005879,0.030096289251720827,0.023810540353900435,0.25216519248856095
6.904758335212693,4.716038048513877,0.062137270362969885,0.13910692981126382,0.5047233204872923,0.4678872875269365,0.021944104810312517,0.01910336467485456,0.34292447608633997
6.924018402656408,4.634293990028772,0.020016733429454737,0.11745586442218169,1.2903742878381428,0.2509102207736279,0.037737977536353946,0.042311242932348794,0.29915593864285295
6.907649371416707,4.6655769155936415,0.04595529131912966,0.1335040629417682,0.5642637342413147,0.2257685771421476,0.033846948809432745,0.004963389706770897,0.26975414487327876
6.910129943339715,4.679120506522908,-0.0025119385911568947,0.026940766261160595,0.5294091720348117,0.24315592383163326,0.028280990198059013,0.041010032968573834,0.42026079138455263
6.953667412982817,4.644885811527605,0.07456435321283086,0.15992368771030593,0.5039302740217207,0.530054222672556,0.040982465974790494,0.016532114434028314,0.37146995756899936
6.898108163533095,4.757971368670766,0.1943614750661748,0.19802324690709458,0.29831998186288466,0.0498233944403398,0.018299485346172498,0.03640620216852522,0.3563071457631092
6.924840005285283,4.718412724174644,-0.009755893972306905,-0.011341119744191056,0.06159945603338675,0.4224607625736131,0.025257898656079674,0.030569180855403368,0.3397247187242882
6.984022692386322,4.703908531297665,0.12077766405214754,0.2003597248629364,0.21362097906934444,0.16986073641102253,0.03423177784430362,0.025782482967023828,0.4118886326476678
6.9209203509059565,4.790621453435597,0.18664428968346805,0.23545140435860618,1.7301152353164122,0.33399581636730513,0.015329485902472535,0.021781918804166103,0.25892196843044935
6.914821227078008,4.653016883640117,-0.0045740256971296975,0.06715316399219676,1.3485808448900714,0.33464645963884365,0.0306471056991645,0.030733841347913536,0.29457314781167365
6.917657209344107,4.698834269407518,0.04200532385457461,0.07829967395874506,10.058379457712048,0.27365001646399867,0.02802454332909237,0.005948417276002002,0.34161361857180733
6.9514469086527395,4.772622888049151,-0.022306787556053097,0.035187410609445934,0.521931167789482,0.43299689836631755,0.018774088139155737,0.023860634087994624,0.31463282503138856
6.926419947076425,4.733587084555498,0.01926940228972525,0.0863982704528966,1.0602347000843098,0.23210273969043937,0.02739551067835437,0.02377624425064476,0.3374534617747232
6.968196949642316,4.597198476943252,0.05174870964967262,0.1283434708555506,1.6350354778868756,0.44931352497383326,0.05616556645501813,0.030851232142937925,0.2569150769068355
7.039192038220978,4.766493718890566,-0.04791598566656077,-0.018698572028783358,0.5605912322573802,0.3452289059638331,0.03864715899936708,0.008952340063115995,0.36432447396576223
6.928883555291268,4.733847838157222,-0.043109301673586266,0.030566557103437853,3.3539191451298067,0.4537403868588701,0.024319482512453687,0.025996955491302903,0.3356595476500184
6.871375763211174,4.662055478140527,0.10346126838166599,0.16497338658457536,0.4072846388229325,0.29928616187904944,0.02680805591922846,0.01216713118975465,0.34333668910335763
6.95987517112404,4.774414295949285,0.004962473574110033,0.05746352402780046,1.2764801746093837,0.34307305602899874,0.01870336143716399,0.034834803871410684,0.4008398116319022
6.9160218027839075,4.665932590408514,0.09552934217409084,0.18018244732900526,0.2109628418578993,0.26001815278808277,0.032962169948352514,0.029461401243286542,0.5327085601236867
6.881954685832236,4.800216545106111,0.19084877239946507,0.21032068077286312,0.5954556514043003,0.40774825086127986,0.006647955787567258,0.034256210961787735,0.3891092844535773
6.88407486854444,4.546864858590713,0.10882451888410773,0.13278928327835035,1.2419069565679768,0.27767311585281657,0.0449213338642242,0.014602690156414952,0.5371996090246861
6.937072636677031,4.791409646994975,0.05107653546121782,0.14282081950962,0.18587252902173323,0.18554769708439234,0.016169624389126423,0.02669311390936903,0.35293774058672944
6.957674788186024,4.764939226716592,-0.0652182436333722,0.09591320221246448,1.4764236369545323,0.26606469144532763,0.016713501769275215,0.007140717244878357,0.47047294214849644
6.938844052774377,4.651941484213456,-0.0028127240692270624,0.05537441390540445,0.24422272327196806,0.3748840228020619,0.038187876233960194,0.019155589936836928,0.3003864417591862
6.9554637427907995,4.6801241978578485,-0.07586816079606107,0.1065716047897854,0.08825782146720736,0.2000491111361445,0.03975716237072339,0.0385939631175095,0.3929109973467287
6.930837663620445,4.747333400804434,-0.09327469431299866,0.005682815415330262,0.819888959632814,0.3445406422536819,0.021827702300358836,0.019169535249305952,0.3926776606864141
6.903384685605859,4.681596530505251,-0.013265139665719438,0.10405399102922122,1.1355282404494376,0.3979139263722439,0.024210713687295563,0.030986037842014688,0.24827080126077064
6.858865844926093,4.784970463475548,0.10964996959299177,0.15089997053717566,0.1795472280414718,0.44142130661070883,0.0028730492075378002,0.01615262452871668,0.3988064181296961
6.774987872645798,4.609882869762089,0.20452924602224762,0.24871188450090512,0.1408847900735364,0.30982831120609816,0.02918528895433389,0.004166094768876696,0.25475699977184396
7.022117092012375,4.734058415809302,0.10128894229285253,0.18397144886090938,0.908151839287675,0.6313511822698578,0.03746318390236893,0.04485815051412103,0.25020907140371357
6.78701809945723,4.562532346820856,0.23333520879248557,0.22813203555248515,1.302988946635161,0.271504097772705,0.03944246383550696,0.032069236220865195,0.5321689744406239
6.937563913174049,4.687717674687543,0.025278187331563146,0.1484780993102796,0.8605797637296019,0.24682667923339396,0.0334357540004955,0.044879630525784274,0.46757310449790157
7.050037102204593,4.935083522656104,-0.09167807583881982,-0.03685869302101204,0.7412092706322968,0.398870039662994,0.008964779468826994,0.01161503669167676,0.330021357982101
6.984247729995362,4.581700674862407,-0.009086154064511251,0.15732823952809802,0.586178581913862,0.25012341210004313,0.050896744669353566,0.018439744189885268,0.4611384420314869
6.847100099742615,4.747797989124588,0.07444928006422345,0.10454565483591599,3.55099139540693,0.2690800333373423,0.007397691222334054,0.009587528443158747,0.47801760794694786
6.94893915351326,4.704759273888748,0.01915816870506962,0.0591768206505118,0.904521869473664,0.33918541875591196,0.03151360280805974,0.01374938914815976,0.2039079662601539
6.957787982626499,4.698570947752135,-0.015894836833120332,0.03688932521907925,4.49266294745001,0.34318626072990893,0.037249277791678304,0.024442908498804653,0.3024589616840646
7.043852369104465,4.783015989272593,-0.0369387282346584,0.11868701152283449,0.8027056426743107,0.2738668989505736,0.029775865105695295,0.01594223758411562,0.40692257043918834
6.963818262229257,4.63224657902404,0.06290552934098544,0.18459615675857713,15.557167030367534,0.09344939929078995,0.04674542876309731,0.004302172872621442,0.4331604684251406
6.928614880892022,4.682735554037277,0.025763179115291475,0.09399887830245214,0.45282028194671664,0.31437069334163165,0.03594537503802402,0.02352172514226846,0.337636836523315
6.879366267022859,4.6911094634903625,0.2787167229754832,0.20234195575155423,0.6388986649036826,0.6252379076110243,0.02948926578439595,0.00922100933128902,0.184629091787714
6.90295779647613,4.7424512885670325,0.10196044703778831,0.16954438265133864,0.1163910187278684,0.16076196472454068,0.018995552488276963,0.029552502288652388,0.5470043591183522
6.857959478922562,4.616427810352393,0.1301735077252988,0.18994760055048834,0.15830904125985537,0.2270162886016089,0.031725114442568515,0.025186886021770206,0.39667728099509036
6.897370934423312,4.621868238441593,0.12007413674746516,0.10616004001409068,0.4183681445303285,0.4808566619252825,0.039488450256580473,0.024164774872742385,0.356647915629995
6.874022608058228,4.570771436339456,0.18094739560999182,0.27238811454538864,1.1102097793860575,0.14356792945890914,0.042568394755884476,0.028530593546447065,0.3430516834210434
6.964881681232164,4.702517954996553,0.17673080291940368,0.17021617677557843,0.07190276115888863,0.19772309537403723,0.04411157566098555,0.03443017367359854,0.5643408586744838
6.801983995081469,4.522245086161146,0.13338065925384368,0.09675770434960608,0.41324849680477227,0.4016855300677559,0.037051394877857975,0.010637698327682143,0.39134551607151585
6.990038097975571,4.7599829391046455,0.01760246775630553,0.08454510126536659,0.8717188563452279,0.5000340564371009,0.03079084776489475,0.016985309573133593,0.3609681279981619
6.987099749908131,4.795016673212797,0.06610691877937398,0.14963644079412644,0.3240786326246628,0.2974839650154094,0.028271892504238623,0.06411585146775975,0.4173125604299774
6.856383369143904,4.604883184056651,0.0517381280574389,0.20765921910540291,6.568785923162621,0.23490376518466177,0.029894351567584444,0.013466695217964456,0.4112094339235576
6.832633983618112,4.592318155803744,0.1823561061637125,0.18853702867504923,0.5347010598906946,0.05371570905029396,0.03994456538482728,0.05445275729172082,0.4354323130168122
6.854492346808896,4.554551053452944,-0.10983523780225227,0.07074839492804087,0.6587920652785935,0.3003959385126587,0.03618134796799015,0.0823148895310762,0.48503261936533887
7.000622382895749,4.653464687965771,-0.07614080265420682,0.020645433257843588,1.4685928175667553,0.39885495132246135,0.042845336302281815,0.029741906369928493,0.3853850164917144
6.85740472784378,4.701983590285668,0.29486294954399267,0.3931519543372746,0.7557875372738503,0.7037787215056781,0.015514232879819257,0.05212193912145077,0.12654454895918538
6.90785472971212,4.790129091950086,0.0821553479838307,0.1613486329956983,0.41020220399381135,0.11941688644481006,0.0125570519037572,0.021187769022890615,0.3437901679932585
6.955946494265666,4.611758980452009,0.20286279482779881,0.19218586185762143,0.2566209148743162,0.4602252573414504,0.05292804441969711,0.027726856120779977,0.19408308839056693
6.830508606162185,4.602823983659993,0.19188010343507508,0.12908888049380893,0.31826187268376993,0.23530096141764906,0.0425507878106188,0.022477081085061093,0.24706361415455722
6.82919178806481,4.740415749220933,0.1544266323163837,0.20574886791183938,0.06927416865692658,0.06907987202704059,0.012986860154045597,0.040892858282156754,0.4598906774905234
6.8711226216857355,4.668655269034398,0.11985865533755245,0.11148072679156486,0.5030105771705519,0.22607323268394502,0.029600928790650263,0.01477922258434525,0.33944417147797995
6.874027723270034,4.738392109807684,-0.00992423753119071,-0.01359249738698458,0.5438526325974014,0.4583093911547112,0.017853888047362914,0.04347335752145328,0.333433186355686
6.924950834682147,4.697735224676652,0.10353440271895122,0.20653239035361867,0.3400071159083013,0.31134424954961576,0.025598540202891474,0.02723457594518062,0.3346436903788615
6.871623642383664,4.605669410539566,-0.009595653104814056,0.13518210238347997,0.686345834020118,0.3997541003619214,0.02906674254502491,0.02254960271656717,0.2370426082541368
6.828755002490206,4.544860378985081,0.14388263354205344,0.2786058607808053,0.37133911515453377,0.28759940088593844,0.035529353669283094,0.07340408088197599,0.4498669467540365
6.907810403263561,4.595610421819008,0.06764480489850391,0.07649323455826629,0.491947262923409,0.31421462869910316,0.051514508787040926,0.0518382091646855,0.31432412061888604
6.928943072884238,4.7351549374758894,0.21413926640228878,0.2497770907289709,0.3655030624487236,0.317638250400319,0.026087834965217386,0.13681657120726512,0.40458558056533367
6.938960657606105,4.763722504979876,0.09190581788769174,0.2403315194522377,1.3454569658816904,0.40203749145087764,0.016271087347893502,0.08260384248441714,0.3579772240860977
6.966449539344783,4.749162974467708,0.02456840788642532,0.0832614271128797,0.09670333591734662,0.262756437441779,0.03363489301868444,0.015755332028413213,0.4225074816330945
6.808953798862355,4.458086848472382,0.28747469772985706,0.1716117222469968,0.11566311869577835,0.5873634617882475,0.051463579092545335,0.04095974808629173,0.37964021221099337
6.8580461934674615,4.5941409897411,0.09814362870354915,0.11390871388176918,0.644720143112053,0.32175710369950733,0.04125979213569061,0.0755607702181696,0.5302339376911482
6.963525085277052,4.672805517916455,0.06371693539709807,0.1614716913356602,2.9817886127375246,0.4454689664969484,0.03833409084523369,0.02248088241878428,0.44743426341841946
6.9597335348864835,4.698556815603569,-0.055493103308183,0.0460924503746963,0.562822675893941,0.06273772965581988,0.03277510620254605,0.01956414768177876,0.516117671979358
6.962474108196572,4.769869713898045,0.06771416642147537,0.13070002945049408,0.1409627093794446,0.24922052840818665,0.022623600607666446,0.062769589012234,0.4265648187415964
6.955590749596368,4.742241610426024,0.050956985629502495,0.1756168776804746,0.47749676986706197,0.31947301531130895,0.025447831621998804,0.027120523308961402,0.3658176559154174
6.840100679960949,4.650468787445254,0.14631681805717262,0.04737507963112262,0.4280509529757026,0.3346889399428196,0.02920668095404527,0.04743354354950101,0.4173704600204283
6.989693217978563,4.688580636019259,-0.1806838879931757,0.043216916693520645,0.27713184364172355,0.5193789994756507,0.03598437696342587,0.008888058313923308,0.2569939939517085
6.890510902826488,4.578146043848536,0.19812861134061244,0.262426881300575,0.696956881742957,0.21485529010863572,0.046072286562799956,0.04085337993585822,0.49179182495263496
6.951555738778415,4.713987209578646,0.13078022425392696,0.12174393890864627,0.5091082354149774,0.2897273192736297,0.039103811016567284,0.03542865578643159,0.26145461049783597
6.7996130403120425,4.55904126858603,0.13664712285063382,0.053758644449902526,1.4002807130895794,0.38965006775997985,0.04158195673296477,0.08190687315284488,0.4708253656177692
6.961282109423749,4.757516309847574,4.3726252522770774e-4,-0.031740200511081194,0.18342821764403788,0.22346545889993472,0.02658452190594149,0.04733217229196498,0.5749783867151318
6.8043770109143695,4.760046356157497,0.21842681528013866,0.28288335763954453,1.0095905934435327,0.16919673213461425,3.1720872803202803e-4,0.04266801388896115,0.3543850706092267
