alpha.1,alpha.2,b_name.1.,b_name.2.,b_spoken.1.,b_spoken.2.,b_spell.1.,b_spell.2.,b_wlen.1.,b_wlen.2.,b_freq.1.,b_freq.2.,b_dig_freq_init.1.,b_dig_freq_init.2.,b_dig_freq_mid.1.,b_dig_freq_mid.2.,b_dig_cond_prob.1.,b_dig_cond_prob.2.,b_letter_freq.1.,b_letter_freq.2.,phi,sigma
7.001729534740257,4.829238237199973,-0.06250041026436269,-0.15237252931422027,0.2806004299850963,-0.05786471334929656,-0.051647507103752925,0.30094981603716203,-0.08392140978110328,-0.0017259117132311735,0.0099130315911852,-0.04240764684574545,-0.06515274692215049,-0.061925615070208634,-0.14086251031785296,-0.09595651032720601,0.1506260417086401,-0.02148442365161554,0.03955884017300131,0.017763695134271888,-0.005772847427547755,0.35018860492483456
6.962031425041533,4.890772739593161,0.03855580521681112,-0.10369687590443379,0.14227843363401704,-0.06653411174800183,-0.057213679277744504,0.2750869992152903,-0.07158338407575109,0.05241344519068709,-0.03237890249010157,0.024012674451975403,-0.00629406422258304,-0.04759041212262789,1.269869370980642e-4,-0.18160457036550576,0.06008979693463423,0.05204037679935531,-0.012206671463888465,0.014332721398675016,-0.011105548568292252,0.345132020889293
7.280307784935537,5.014906306753175,-0.0645428584993231,-0.1367052514156937,0.3446899394986871,-0.01942361006762492,-0.262609286018047,0.172450797858566,0.03988097493885169,0.06946991396920742,0.002496916342243653,0.09512306559707416,0.016181764964248287,-0.06807092759654604,-0.07970160187241615,-0.16259989756923385,0.09535509550483857,-0.005945989541915512,-0.022291544355168412,0.027608199642690574,-0.010647822281510939,0.3446094661519133
7.004386896030276,4.893420457543859,0.056571505192839065,-0.12608909814578692,0.22048651957349746,-0.007294033236523793,-0.09060028962232639,0.04770843848800354,0.04468899448817108,0.13128751220151896,0.04885179097813793,0.06839797355150563,0.001658329599990692,-0.049647491713338064,-0.03067216496384465,-0.12094731267770195,0.036328624049122404,0.010019775727052193,-0.035220772338265274,0.004235210848202899,0.008724591397413401,0.3445458469973274
7.049215407698062,4.8951976384501545,-0.024472220547050224,-0.21923180868670372,0.3267931025194521,-0.08267169431545501,-0.004734988819974188,0.2759373766433102,-0.043955791787692274,0.07061067485944912,0.017736597796994852,0.09341777421012057,0.01250989552307447,-0.06191607524865446,-0.04609922137373552,-0.1379100619784312,0.06484264500613104,-0.007543322877430053,-0.0538309361737173,0.031152906974650337,-0.007573752629329839,0.3491321637603609
6.908847814557929,4.927114212352141,-0.049461591938663146,-0.10019023433238197,0.21656029812469807,0.008315454445638635,0.09304220950043478,0.21193657952175038,-0.057670966336181406,0.05942204662810215,0.10523257063538448,0.12202487155783572,0.02907064531788934,-0.06636541214341037,-0.04964925513166041,-0.12900988125563048,0.06498703207574402,0.024040306001389396,-0.03616800163829765,-0.013460953362102806,-0.012594316686156914,0.34140739085889193
6.924443968578576,4.833810067511469,0.09159331404955685,-0.0620243889740796,0.1266533315760141,-0.11710614564319538,-0.04530626618670021,0.23005682879130185,-0.015773275126718996,0.06859012421847957,0.008210236850631493,0.07768745857272474,-0.053248762796938215,-0.06977410699800879,-0.06323154562452925,-0.15601399613305064,0.07557292282809307,-0.007728617339008977,-0.01500887241901218,0.0060610867729947214,-0.004861938353587928,0.3634431337589578
7.005542820682928,4.820080360574894,-0.019135943899734147,-0.05891946114633809,0.11163540376348395,-0.1380387178984911,0.16755618932977628,0.4157775607015214,-0.10559441303073008,0.034893252109569124,0.024479862378230344,0.04505020497330125,-0.02302591839332196,-0.04851377367611689,-0.04406254498108292,-0.16156954271038693,0.09893484517641639,0.024436234432026405,0.024150879802685717,0.015923835137247547,-0.003094373268288423,0.37041546930826524
6.994267963940247,5.034728933257432,-8.448402391667954e-4,-0.11884865764914612,0.12813576063575016,-0.05351647484979439,0.0023101186802620137,0.24205866233452927,-0.023039516372942635,0.08804723075791372,0.01966099336946931,0.06264548368245766,-0.05478414570052651,-0.058149538642839005,-0.0035206618445397446,-0.14997616766812488,0.03912228223829043,0.04770188578969238,0.002658324586770514,-0.040903299567883425,-0.029644029017459342,0.3710710472147758
6.961915679956543,5.045791665380676,0.07556855316216649,-0.08093131738714003,0.19862142770766386,-0.02111093146845527,0.0533932701196623,0.08954842925068103,-0.07625869460346969,0.09774875691273015,0.11094290962160663,0.016091480451590978,-0.06082516294415007,-0.06243678747897976,-0.08132870333174097,-0.17033826856225,0.09766077395704732,0.003373270223452574,-0.012415951647398386,0.04105041620241573,-0.016299291150943807,0.3590622385334067
7.038874818546118,4.829712364854076,0.051347180754954744,-0.0974506950068225,0.27261583131393796,-0.09130730968458789,-0.10430074492440847,0.23640871492169965,-0.052610381489639826,0.066270788612741785,-0.03633816760972105,0.07754324609616464,-0.005744245079549837,-0.04795423212134565,-0.06537293861755354,-0.13670412904393,0.0931477715653842,0.019534998847956193,-0.004408293114768738,-0.032029463996835955,0.0010987182781695044,0.34421113720911295
7.142514976734108,5.020426575727362,0.012960005598264353,-0.14809224483551792,0.27698337031500425,0.036419307067471964,-0.1814421600663098,0.22588088916545013,-0.01606720839938113,0.0654370804012191,-0.11711384808643209,0.056530794347937084,-0.010685609286377809,-0.06575211836159087,-0.03650089750453228,-0.13430624525959572,0.051620740800303766,0.019079834281853517,0.007578445598190968,0.0010280694723229272,-0.020563370711766105,0.3490321843326955
7.094529010511877,4.889628975191492,-0.008536804229468276,-0.09095026812762654,0.24781989039334348,-0.061472171084280505,-0.02197916362921182,0.29474818498095773,0.046372090532946816,0.1031891493964546,0.04922766489842409,0.09484848616160714,-0.08666797800743475,-0.06859251498038582,-0.0388718629047985,-0.1230390099034376,0.06447054208832159,-0.02663912204494971,0.033162360370390595,0.028633620936612564,-0.009998978391683044,0.3629761299599603
7.029521490743017,5.082079220211784,-0.06870015961391232,-0.0821172576316866,0.15881441078522282,-0.0993185555915742,-0.28271454530026086,0.027773038590926443,0.10357667374151201,0.1041877118114221,0.004461221915962572,-0.011328375680059987,-0.04583336855208915,-0.05151070697952746,-0.0036970629108238357,-0.14700268033137673,0.01803726845673706,0.014680112282533077,-0.026008761902050374,0.030833202823196067,-0.03924922795668572,0.3472988792571561
7.179769066877645,4.958080134832494,-8.366144995929894e-4,-0.17294118099958267,0.26051178655090435,-0.019912171687252775,-0.11017106177495979,0.22559113230446806,0.00616173785429089,0.060088956398399236,-0.13979278317728122,0.06911481083603407,0.009320255764239772,-0.08130145310326423,-0.03395352244170503,-0.1369035806527543,0.0419791299079875,0.0065142937254647525,0.006404386944509402,-9.410099314444145e-4,-0.005516155212562147,0.34979252606427663
6.8610931129477475,4.908948353977021,0.050321202455685526,-0.08072977101269072,0.09064571468607795,-0.14555083161775467,0.11056459551155562,0.258016033090472,-0.06010014373852873,0.04276612647711898,0.0768975777926849,0.13822008970569696,-0.019638512165754077,-0.054217602566447795,-0.08244995645386086,-0.1401026274222276,0.14165308240197044,0.05719165267582172,-0.007225129097041704,-0.03569756893949316,-0.020493263839783924,0.35699200492123156
6.978731946174296,4.811172322350274,0.001566335486865793,-0.09614272276422647,0.13027540096098172,-0.17417143081919004,0.15318653358755555,0.3007344428362255,-0.05983301647782289,0.03734773317507955,0.04780373050499609,0.058459167141099506,0.012660872265521058,-0.020258718730347694,-0.04077624506396935,-0.1274690678069118,0.1133713772134105,0.009913938220875058,0.008248512854200387,-0.013464259249475417,0.003461542285099719,0.3517365996249473
7.035748369791671,4.7799193139999305,0.05545558108628363,-0.14039791759628745,0.3093294520128926,-0.03152755898263781,0.0060031082191834475,0.16092226452709968,-0.08456889434978886,0.07398228569998366,-0.05368243664487266,0.04172466933851305,0.0741673210061826,-0.04730378001257799,0.005171987413582275,-0.07925741028880748,-0.017709197656919657,-0.033262177243560516,-0.05872997768034697,-0.015771454672420762,0.027689273576829935,0.3525136031295026
7.045584559714585,4.975153855667082,0.06448196971867781,-0.10393273704554455,0.18712092086380974,-0.09235791939630543,-0.08236537778028948,0.3423697806541598,0.021085460199797904,0.019995005425959046,0.09852688536041568,0.1180369394384516,-0.09225222388455462,-0.08714680386087473,-0.05855035431018907,-0.15143260533094616,0.0543646609657639,0.02167120075297322,-0.002192549470404417,0.02446039237462896,-0.023366181480652035,0.35832782642939093
6.911190846848301,5.0490052299594765,0.0409189567393556,-0.10577862701354535,0.30977434859625974,-0.06486963852638271,0.23710929946938333,0.28843676236767113,-0.10502003743228017,0.041358834312910514,0.0074988585815708225,0.03568925749320211,0.061866933587678634,-0.0734641407120171,-0.028062258591023934,-0.13344836243538982,0.023290471329520283,0.023267513661515096,-0.040231053970159386,0.005029034540073904,-0.034107908955323354,0.34558393602848136
7.115713605272806,5.118341509789222,-0.11667888238518917,-0.09423223921868716,0.3037121606593929,-0.08760877531922971,0.06624531871424977,0.10922187891452557,-0.002890650950887741,0.10824553852121305,0.06451337446014661,0.08312502231146551,0.018364497139511358,-0.06147752591235158,-0.038109453562792835,-0.1969715658370753,0.06532323810870416,0.03977092203242553,-0.03465805804075815,0.012064418653790017,-0.030322115242566356,0.3494089206189955
7.091497860732168,5.105341944865926,0.08287878424641608,-0.1263197959370993,0.2706293895513662,-0.07445785958556103,-0.1133477748121542,0.2687838646911054,-0.08603281107472069,0.0462069698193628,-0.02720086169814061,0.07587578268111875,-0.062262783739290575,-0.05886458134776043,-0.015075944574412527,-0.16112773145196813,0.07129893036819808,0.0072755953178940515,-0.01167720582223191,0.015475201793918154,-0.0378184574748188,0.3649060758023013
