alpha.1,alpha.2,b_spell.1,b_spell.2,delta,phi,theta,sigmap_e,sigma_e,sigma_diff,sigma
6.914609247635749,4.589646452742843,-0.11031009906966834,0.09439950541004334,0.22996340883891023,0.04270833715110208,0.3479311277871357,0.5728792968083902,0.26918053495294997,0.15184938092772016,0.4210299158806701
6.968949011383167,4.720971108007266,-0.020701029616810265,0.11671433592840405,0.45895702114107834,0.02615925007962647,0.23231059152945044,0.6123453473817426,0.27693894034070177,0.16770320352052043,0.4446421438612222
6.926895419826306,4.783462997260696,0.07262696597651205,0.16879107514851074,0.2156775546099186,0.011932840340530588,0.3462397747534394,0.5623292200821415,0.27151610623190814,0.1454065569251167,0.4169226631570248
6.890845187023803,4.619688923845604,0.01892429884962025,0.09328629749061394,0.3618565367496015,0.03289034990131407,0.41879561341653504,0.5739548523642891,0.25712845389849537,0.15841319923289685,0.41554165313139224
6.846659380865557,4.643243771351948,0.1698510189941626,0.1548029963842712,0.368252304752598,0.03597882826571882,0.30582996160756737,0.579520008294353,0.26930783173854944,0.15510608827790176,0.42441392001645123
6.840873183366556,4.624678974056862,0.039600018305315114,0.10864455987120045,0.6507466334090665,0.028777266180166017,0.1594900024019751,0.6698869946545348,0.30873583579703934,0.18057557942874772,0.4893114152257871
6.962729487664669,4.682749307294918,0.09242370230006805,0.213126661032616,0.934656975161219,0.031542369815338395,0.22117721862145942,0.6177509206569016,0.28872588931291326,0.16451251567199415,0.4532384049849074
6.862916799242869,4.632081809620408,0.0015437234392750633,0.13492395158775358,0.54584028265075,0.022362860861364794,0.21249097370240508,0.6774959457021986,0.28688046775052767,0.19530773897583548,0.48218820672636314
6.970387779569606,4.7511558015356,-0.02622497651769211,0.07470516191073388,0.3287484727042754,0.02506468005929364,0.3961127284471957,0.545242126741313,0.25862294325113994,0.14330959174508656,0.4019325349962265
6.86098952243634,4.634812436686201,0.08648732239405023,0.15514035010175956,0.49586255051158523,0.028931627250009178,0.22579734323105405,0.6117427999623518,0.27896278042318434,0.1663900097695837,0.4453527901927681
6.964810200407736,4.759939136454941,0.09765126269179852,0.16753229714524212,0.29666536025378565,0.030004244634131032,0.3081357295549937,0.5692454368822459,0.267653025595025,0.15079620564361043,0.4184492312386355
6.935786333045955,4.638541794367514,0.00377820003820883,0.18575706021845825,0.17978987398642685,0.0374210767589024,0.4399864901130911,0.5251469710252695,0.25004016992170774,0.13755340055178092,0.38759357047348864
6.874036658283581,4.674420475341932,0.17154236887376045,0.08832374065815106,0.6425137279920637,0.028659258791030005,0.19689942171545527,0.6562510920018605,0.2828486433067935,0.18670122434753347,0.469549867654327
7.037511026545476,4.778974639605032,-0.1979109036701527,-0.03273515457035864,0.30603400145572957,0.032316416722588344,0.48747062228406673,0.4934026068983052,0.24741025715671416,0.1229961748707955,0.37040643202750967
6.918584925845133,4.647945928298628,0.1210641060119598,0.21385249410803062,0.525095152401101,0.03677078762669679,0.1660911043054055,0.6622467619833068,0.2981262246774529,0.18206026865292696,0.4801864933303799
6.909745421009113,4.726665452104028,0.014922489476659749,0.1584110831529124,0.10971967196835102,0.019038544894824413,0.4235973083286196,0.5457911982945246,0.25724760153948156,0.14427179837752152,0.4015193999170031
7.069525752432785,4.892716085292781,-0.03105846119203026,-0.006754481015406288,0.4358137768291013,0.020784086582502255,0.19988951238148006,0.6738196721190637,0.29277011909667505,0.19052477651119432,0.48329489560786937
6.9516998146743445,4.756965409239072,0.026399017191309077,0.07759105561756335,0.3573926666065468,0.01915343638384126,0.30587754258431604,0.5686123914004891,0.26666188521352174,0.1509752530934837,0.41763713830700544
6.887588225746479,4.620610668888986,0.11006241736086673,0.13087830846595602,0.21847452195086559,0.042772859353826256,0.35035775810875464,0.5880576739354231,0.25196612511459204,0.16804577441041552,0.42001189952500756
6.840129111816817,4.5502289228505735,0.12771324595964165,0.28032313561657746,0.3477189245829781,0.038159721337793905,0.3364759746825892,0.6079213326407185,0.2691059905583265,0.16940767104119597,0.4385136615995225
6.866263172467145,4.497610463205877,-0.028458793608205846,0.15526223618733484,0.38007558588755,0.04991531592171129,0.1534664846422515,0.6798795332047339,0.29680057157547457,0.19153948081462968,0.48834005239010425
6.914249230225851,4.8311113965053005,0.06819910207456643,0.09676332465968848,0.379262897072224,0.006483712604024926,0.3719988762878691,0.5357165385517152,0.2648869890852885,0.13541477473321337,0.40030176381850185
6.830928126771818,4.571677513035688,0.08965200115610802,0.24958208007469318,0.30480077734093614,0.033494439318947813,0.2444509009044495,0.6286390687765534,0.2794512147365318,0.1745939270200108,0.4540451417565426
6.933332277806466,4.684535576056834,-0.05755541891269014,0.03365800959507666,0.3285139293903529,0.02799933131939144,0.40279576219701946,0.5719022102239275,0.24271785060897777,0.16459217980747487,0.40731003041645264
6.886641688947367,4.6396358290161075,0.1574029903976761,0.1729321201256875,0.624320289374564,0.028018760481655105,0.2513362321060368,0.619304875953114,0.27838126439028965,0.1704618057814122,0.44884307017170183
6.9580013804337835,4.725086435824777,0.08608342876720283,0.14022809946250595,0.21072032632480847,0.03166151444089054,0.3367390497376675,0.5743129078687461,0.254895218308688,0.15970884478002906,0.41460406308871706
6.92919354708772,4.727073454922783,-0.05347260993316695,0.08548024579840892,0.41943179500114347,0.02278079807497925,0.2776945659673173,0.6453857665604179,0.2601277142006258,0.19262902617989608,0.4527567403805219
6.900543864898269,4.792644971093269,0.05075910242415819,0.05953417565972848,0.2605617579306671,0.01029834527242974,0.38255914081718134,0.5664136533621889,0.2516702311186868,0.15737171112175102,0.40904194224043783
6.874858574592598,4.572486726651489,0.043862723352025325,0.15698194578717917,0.22506701950744454,0.037082656434359706,0.4476364517007167,0.5269430780473607,0.2504004543703257,0.13827131183851754,0.38867176620884325
6.98961606958912,4.742364840690051,-0.028357535516568284,-0.035038590329628604,0.4062455478137845,0.03351478216020094,0.4557930794935926,0.5207448957046448,0.26528907760503345,0.1277279090498057,0.39301698665483914
6.932836865548203,4.802451086808006,-0.012223204578003664,0.04197701446878678,0.3164760300352118,0.01612795314493256,0.38133814899361546,0.5483359461143709,0.2643112703344618,0.14201233788995457,0.4063236082244163
6.872530896018027,4.533264424762918,0.13350883006037836,0.10788387894901047,0.43588713286137376,0.04227656057354125,0.30230571718160476,0.5793888574359354,0.2610850032949557,0.1591519270704898,0.4202369303654455
6.924320299350718,4.7910514615309925,0.07794366077843426,0.07957572373181356,0.3800741852046982,0.022331688328160113,0.3095138026398471,0.5992386935028456,0.27891560827182427,0.16016154261551066,0.43907715088733495
6.946158904290297,4.6417427982651365,0.11882015082790995,0.0941310062056592,0.5745351330468313,0.04816084095383785,0.27868434990209207,0.6241859966511935,0.2729031278405668,0.1756414344053133,0.44854456224588013
6.875773346052546,4.644535093583875,0.06789324236372389,0.03457830186799071,0.4037134040104102,0.03476868340051656,0.547685698082448,0.47814958089191445,0.25618107664023676,0.11098425212583883,0.3671653287660756
6.986850048893471,4.6762155532409295,-0.013825003080679186,0.14183287368118505,0.32638896316182486,0.035574843158009795,0.22273140453179352,0.6024924984790556,0.2869212600122617,0.15778561923339696,0.44470687924565866
6.879083000031313,4.729746379931487,0.15013026463383947,0.19111474234333978,0.18119005543473432,0.017269124894172552,0.37264344228658597,0.5549198860450606,0.2584350111774793,0.14824243743379067,0.40667744861127
6.909770642479281,4.744449936493595,0.013539130734116507,0.055772537074396965,0.5383606151524579,0.021784462325108157,0.1723802958601395,0.6901476435758656,0.28833004567647624,0.20090879894969466,0.4892388446261709
6.911720210122741,4.687854537929321,0.15552270542735142,0.21304179599143858,0.5079279320787273,0.02876712856313966,0.24784460122688218,0.703807548914541,0.2831336344316162,0.2103369572414624,0.4934705916730786
6.921729069388639,4.543656328893673,0.015895903012309365,0.19496438998197638,0.4056867770760743,0.04984066379884675,0.3668067163142899,0.5439652053369194,0.26733488586969667,0.13831515973361136,0.40565004560330803
6.958929540540682,4.7718842166450015,-0.007106900805429968,0.09081428551647429,0.39510358569419124,0.015950750071155814,0.3774082869634962,0.5269207180783229,0.25154977653247734,0.13768547077292276,0.3892352473054001
6.974089048368456,4.714968040219295,-0.006957978686529848,0.1825020215397422,0.34223384835053594,0.025245571591027922,0.2153608366084927,0.6530137389046111,0.2869559263267631,0.183028906288924,0.4699848326156871
6.850521630035877,4.668899910766132,0.16833600282838213,0.1679767779928648,0.5506475351743121,0.03329052104624764,0.24147971848706665,0.6644264745363717,0.2875641219064775,0.18843117631494713,0.4759952982214246
6.847084981271968,4.611932076874394,0.05319989238582828,0.11910091761425587,0.39481413941055576,0.02714812139015565,0.3008098218484538,0.5641262240081842,0.26258629854379045,0.15076996273219687,0.41335626127598735
6.944168308186826,4.707258021189334,0.075686997706359,0.09402341447099909,0.19452314786239014,0.03577434209947283,0.470991050559601,0.5121552763946872,0.2549291651370108,0.1286130556288382,0.383542220765849
6.959294305408325,4.723969045234627,0.08961094958198593,0.15715528380454424,0.3142090671852943,0.030229530465468946,0.24151992154185947,0.6400633485216158,0.27587374879904436,0.18209479986128574,0.4579685486603301
7.024294968929091,4.783092903084918,-0.019002530033354795,0.07639245890094584,0.2972414123490151,0.028361203987962404,0.3684228869424402,0.5622590295847483,0.2567422330215184,0.15275839828161497,0.40950063130313336
6.831339677602872,4.5288302048421,0.13752156943088178,0.30551364488997573,0.4251393234653875,0.03858786004136967,0.2922366816794003,0.6105629094488972,0.2824289129691375,0.16406699823987986,0.4464959112090174
6.871660615429159,4.683222081647185,0.09770963531404742,0.16419039387360843,0.5334402001809664,0.030050703941807425,0.18774321414538644,0.7214516867641751,0.2862225937556604,0.21761454650425735,0.5038371402599178
6.989075241512204,4.6127530716074805,0.03041946015502369,0.06354768027028361,0.2855115946904999,0.05747910936427513,0.3966184754723893,0.5763565865739069,0.264348266499266,0.15600416003732043,0.42035242653658644
7.159815026396878,5.061793358763436,-0.14203590235847405,-0.05690281623404721,0.24434553026155625,0.006062108902123392,0.46816848595853744,0.4990598726719484,0.2640964854685205,0.11748169360171398,0.38157817907023445
6.987529462681497,4.7625492710927615,0.05649461165053602,0.03846052625807236,0.538026431965181,0.03020067808081955,0.22892924970561393,0.630790106313089,0.28939506319383723,0.1706975215596259,0.4600925847534631
6.925209728283487,4.59328964949632,-0.018233457291295038,0.1482059572980837,0.3184243311424248,0.04337141106910603,0.3691824838038171,0.5302064218687027,0.26425314627688323,0.13297663779590974,0.39722978407279297
6.9668949466502355,4.826849123852719,0.06304781296537373,0.05982003521996938,0.5774763585919337,0.011475284933865302,0.2977477513764431,0.5903464621048398,0.2820114529843214,0.15416750456025918,0.4361789575445806
6.932071331189958,4.690033780112481,-0.016259430455155263,0.06924235655872539,0.20424978681104716,0.03167223754014821,0.4918421713362321,0.5484231039994046,0.24555953990462406,0.1514317820473903,0.39699132195201436
6.960301353712395,4.684697948701114,-0.08210783037136939,0.18267548706924217,0.31325981178048395,0.02590061491151523,0.3699454179939523,0.5515569336318357,0.26935094055709174,0.14110299653737196,0.4104539370944637
6.928895074379026,4.774144740526738,0.13117664652114872,0.03048868943921654,0.29918988367342086,0.022317279738882607,0.3953836663580091,0.5737819403805816,0.2642424273822631,0.15476975649915925,0.41901218388142236
6.878563685729673,4.672842924154433,0.04407842474873149,0.09251479108011539,0.39316008868389585,0.026159157144820765,0.2744413038595837,0.6193660910152243,0.26711551456918964,0.17612528822301732,0.44324080279220696
6.898056505931118,4.547627876999351,0.11116250638291518,0.055934980383420124,0.1310044202030686,0.05882529785840868,0.2960468488291613,0.6227161662043413,0.2753758250280618,0.17367017058813977,0.44904599561620157
6.942416966201896,4.728869830485143,0.00771929913462124,0.1532562882830409,0.47081183683452565,0.02247879252814352,0.2923287147857042,0.6379712946450666,0.2921867093581223,0.17289229264347217,0.46507900200159447
6.816472162685885,4.591245877609949,0.27516381642383625,0.3576132979245552,0.37535669550563333,0.03262121074863329,0.3442521152705555,0.5715426950451159,0.27233019954160465,0.14960624775175566,0.4219364472933603
6.973961897473164,4.712187119733021,0.0825862388430532,0.13073436978758335,0.5073295057571157,0.030493392734768407,0.29828721912269857,0.6088579170756152,0.2753244037473119,0.16676675666415164,0.4420911604114635
6.896708473784865,4.665108766748137,0.26682853188417593,0.2892352295488481,0.5573689183955267,0.03408505174013438,0.1985526149352422,0.632266769691733,0.2845681304253617,0.17384931963318562,0.45841745005854734
6.965665597890935,4.704393721975789,0.03021975303593807,0.12519240839376056,0.20262238343222075,0.03304563400739944,0.32146625458049044,0.5882870748345451,0.27626734710416767,0.15600986386518875,0.4322772109693564
6.9038407261743435,4.613990997445791,0.022154570243896353,0.14012197650995636,0.4763382259309821,0.03308116964122374,0.3092145043384713,0.5855039021756376,0.26640066135577334,0.15955162040993212,0.4259522817657055
6.982961257217123,4.7431103677786695,0.011615551445368012,0.10964571045506552,0.42598633974619116,0.026360474211785834,0.3081806283019588,0.6013021988187043,0.28247722945431475,0.15941248468219474,0.4418897141365095
7.014303652053046,4.718778029426287,0.18118989578854794,0.2274440077199234,0.30652557623219656,0.043564822970198216,0.30860130595978696,0.5917156232255222,0.2753977863571061,0.15815891843420804,0.43355670479131414
6.902908237816842,4.647621918705841,0.11921218921379081,0.15322180121343526,0.35126045610133605,0.03138733000268169,0.37335675812844143,0.5270723481313218,0.2504152397099909,0.1383285542106654,0.38874379392065633
6.882088824876652,4.695084177407877,0.12096915184343374,0.13747934038234666,0.29291965749036253,0.02847847594045371,0.2023215103028545,0.6858633526896252,0.27336586301456844,0.2062487448375284,0.4796146078520968
6.97459576843607,4.721074456583969,-0.06759565427803407,0.09517570436782474,0.4638599364893941,0.02840894209893895,0.24545136780422405,0.6124677460797756,0.2744850313004576,0.16899135738965904,0.44347638869011663
6.92250139597307,4.742315766816578,0.09406852954643609,0.0744691618227942,0.2049103878326905,0.02674749486754177,0.3739628274635,0.5438887914237895,0.28093899102189224,0.13147490020094868,0.4124138912228409
6.9283601468977745,4.6499852877881,0.07897466785108219,0.13195379740493396,0.3510743338398101,0.032962911002638116,0.4805658473586376,0.5496297751024841,0.24217588149937735,0.1537269468015534,0.39590282830093076
6.895545041950246,4.787863740489346,0.2190958139996502,0.07222257512588974,0.6736169482153723,0.017560117013117566,0.2783889487773506,0.6275177752871146,0.27672181062100537,0.17539798233305465,0.45211979295406
6.835225098758646,4.660813027174029,0.16956142024303097,0.16946288305924076,0.42355475051562874,0.02441555066206699,0.25113482340148197,0.6164294503391987,0.2855584531753349,0.16543549858193188,0.4509939517572668
6.9799895160309,4.8617623273630235,-0.0763607878960382,0.07974055182645169,0.5643308113146168,0.007293334714711877,0.2104474325385884,0.6170123876351251,0.2762552824852853,0.17037855257491988,0.4466338350602052
6.884181357299153,4.63107939150646,0.14170687206508537,0.10701974579805733,0.3829840960934632,0.039372453772719834,0.46039457448925275,0.5220456358931889,0.24758366406994875,0.13723098591162003,0.3848146499815688
6.922727215303529,4.5707394044810385,0.018822532125665245,0.02947481881193482,0.4754838367267854,0.04496044805140692,0.4470658536703034,0.4929399259373798,0.2519695883518406,0.12048516879276963,0.3724547571446102
6.921841837455401,4.659354924373249,0.21018097765127117,0.3843873040408682,0.3698748625425502,0.02696623357798321,0.23855587167396033,0.615339806205107,0.2776782326221963,0.1688307867914553,0.4465090194136516
6.95974718665326,4.725220646070685,-0.024702605090999863,0.12677608052708397,0.5011481239331025,0.025912333183299257,0.20548251562453088,0.6416358393523333,0.2953025810120651,0.17316662917013412,0.46846921018219917
6.924453041885398,4.633079932467501,0.011002274187659648,0.1250753590814174,0.18514756148375294,0.03446932233589917,0.3332816125661892,0.5757005890026267,0.26046439812541033,0.1576180954386082,0.4180824935640185
6.77032977718161,4.5575406566704,0.01961993218717602,0.0027796850978061413,0.3559158085062736,0.032885325728033425,0.2749128317104005,0.6231908659115175,0.2801549493039709,0.17151795830377334,0.4516729076077442
6.978895425823639,4.700112183228599,0.11011631145591351,0.10846489319344153,0.49328486994890747,0.038219613615725324,0.257514650207395,0.5690595533424544,0.28226121909434854,0.1433991671240529,0.42566038621840147
7.027304092550014,4.852582191194485,0.07429721577830546,-0.03543952871438277,0.5630493335379124,0.02788022705770386,0.249350079295141,0.733098899582911,0.27914940528996735,0.22697474714647178,0.5061241524364392
6.99265478273032,4.73917437082716,-0.17162430944053958,0.10450248311072113,0.4863729104458225,0.023567644013950464,0.28364405695273104,0.5888283147739951,0.29327129131146745,0.14777851173126386,0.4410498030427313
6.929715620716316,4.810682390564143,0.0679309511073348,0.19350738056944256,0.034851202539706666,0.007098133438530595,0.37092749793286844,0.5717393335557511,0.25717194189924997,0.15728369582825058,0.41445563772750055
7.00468439103059,4.8085596643512964,-0.0776062735419304,0.09480379435640388,0.2703366397823738,0.018063737681433812,0.2883546533586598,0.6082844228917457,0.2625497262610674,0.17286734831533912,0.4354170745764065
6.8998885141846555,4.686726873287068,0.06887051458385918,0.15355875157084198,0.7778792177193558,0.02063384654216434,0.17229119202626472,0.6617193301574666,0.2911668434729271,0.18527624334226975,0.47644308681519687
6.8653499428744444,4.62393425882349,0.11000162311966731,0.10278581412373748,0.3219979714755096,0.03154340150078775,0.27388708687227065,0.6221154503145763,0.2722233594167791,0.17494604544889858,0.4471694048656777
6.968571007187316,4.8740041700917125,-0.01969572461709772,0.026996075868451958,0.7220819372578547,0.01573014418835325,0.17248064694523402,0.6509306397090459,0.2855268417410466,0.1827018989839996,0.4682287407250462
6.880538798399208,4.714508341094401,0.10769624198979247,0.11113159145779113,0.42239923058416845,0.023458509442302627,0.3553964707389253,0.5327508933220907,0.2678932695689148,0.13242881187658792,0.40032208144550274
6.910405920114872,4.706458010628195,0.15453395223646704,0.17557534633618907,0.21997095326948757,0.027139777068612883,0.37005417681090474,0.5813251149908801,0.2557503719790467,0.1627873715059167,0.4185377434849634
6.793201703072619,4.604699167958234,0.20035725526945758,0.19815003526681702,0.48018625567369055,0.026299097102117846,0.3139916241013389,0.5799668871585131,0.2850450083516532,0.14746093940342997,0.43250594775508316
6.972922900221342,4.713618586092389,-0.005977932727037921,0.08868051918658654,0.4418013235787247,0.033102315527177004,0.21134536170703203,0.6275841989280615,0.27662933688235103,0.1754774310228552,0.45210676790520626
6.9743725990006045,4.778506291621022,0.09614093425907565,0.09451584752158783,0.2563927841318764,0.030419040562733188,0.41684737988362974,0.5358621569312532,0.2694154118225969,0.13322337255432815,0.402638784376925
6.869040237783029,4.650637765979649,0.11600422429990058,0.11127113854603883,0.3312746896419521,0.03381093347561928,0.2829261806916804,0.6225409212677688,0.27601540622242077,0.173262757522674,0.44927816374509477
6.9790393638335795,4.693259576629971,0.12652089975049932,0.19258766634870653,0.5312831193416728,0.0424448085992914,0.1785302620129549,0.7426524590809754,0.291847328236157,0.2254025654224092,0.5172498936585662
6.880200645329398,4.614733441559131,0.055338381312505534,0.20596357524937733,0.2103523939325171,0.030598411592487013,0.37930270126612786,0.5379990420176778,0.2502309330574838,0.14388405448009703,0.3941149875375808
6.897903178036761,4.638770971293786,0.10495048245394775,0.11211827615530955,0.5041060832386854,0.03959952924853026,0.3037306916071395,0.5871478138428937,0.2699023443897145,0.1586227347265896,0.4285250791163041
7.023648695669,4.87258996290977,-0.00940535485002437,0.09080030788775326,0.26502739416085164,0.012135763756469563,0.3914857810746679,0.5397098201242367,0.2628722186600474,0.13841880073209467,0.40129101939214207
6.924635433834721,4.694922953207278,-0.006627934882589272,0.1242518950060292,0.27802580384672587,0.025343589588593434,0.3717858507592641,0.5412277843099118,0.26013684165079143,0.1405454713295602,0.4006823129803516
6.876414530192834,4.701323855330061,0.09003172019540467,0.1039665488142705,0.33411301926444054,0.020931438422863446,0.22046852201082395,0.648931779307151,0.28657434982509633,0.1811787147410273,0.46775306456612364
6.886410190673507,4.707809307939007,0.07532360793994258,0.10272741768200148,0.3750364329891435,0.02777868202730129,0.24574825621140328,0.5678546005707272,0.28158172080426713,0.14313643988323002,0.4247181606874972
6.875950082268205,4.672432073151998,0.052436628152208134,0.1389239414987166,0.29841293006196346,0.021775477636068574,0.27264514014111446,0.6460084658845252,0.2751677533187793,0.18542035628287293,0.46058810960165225
6.97487448776052,4.8017898115569935,0.02338651459378281,0.08686790102527256,0.3217083833420392,0.015209658347021532,0.30611511951147746,0.5880485728067916,0.2808274514742092,0.1536105606662912,0.4344380121405004
6.936051790504631,4.756709523530949,0.10630190458707135,0.0011883431802951342,0.30845022012630924,0.027354815498625097,0.41436506602935014,0.5286102640339413,0.2504812055644843,0.13906452923472848,0.3895457347992128
6.989191627023337,4.741215538787932,-0.008984477030179296,0.13180571676458316,0.22929986223559054,0.030098790002188416,0.3588557649659304,0.5899692075379116,0.2579156409912816,0.16602678327331497,0.4239424242645966
6.893208114181075,4.779483268604813,0.001827025685095003,0.10077482475758567,0.3357736219071556,0.003542250844137799,0.5025773097456664,0.5407929154934112,0.23447466023325791,0.15315912763007666,0.3876337878633346
6.955467901350186,4.726509611645729,-0.029831435693614235,-0.05265332091491029,0.5652652875375718,0.03162406829944263,0.2563316066394635,0.5874707908961083,0.2736771876346442,0.15689680163073205,0.43057398926537627
6.865298813107932,4.617654042977067,0.14187652815693572,0.16122427884328644,0.28208316543225254,0.036974725513842906,0.3497089892082075,0.5183395727234588,0.26429760981704176,0.12702098145320853,0.39131859127025026
6.884453478387128,4.719286122669812,0.178304862931586,0.27063037534600537,0.24418819480701842,0.020782646053618094,0.38199674600008005,0.554464871375529,0.25665616064617003,0.14890435536467952,0.4055605160108495
6.893853348934888,4.813350273516674,0.27745124533207316,0.23102611281172153,0.41756620406366896,0.01173757903167275,0.4070259993723611,0.5518748960587401,0.26889796513746267,0.14148846546063873,0.41038643059810137
6.885709078874341,4.638327960283636,0.04981449188372587,0.031092442435996723,0.34529320690170767,0.032250036568592384,0.3934825636184111,0.5378862067991571,0.2597945716358854,0.13904581758163587,0.39884038921752124
6.846340313187547,4.645116122714876,0.18924932163864897,0.2553127303985014,0.27609881586736157,0.027485347351395368,0.23094115964385784,0.599127578861433,0.2759319389892484,0.16159781993609232,0.4375297589253407
6.995654437068408,4.80199547790146,0.1616855956699932,0.07089561851645809,0.3418098499461682,0.02158586062400369,0.3612096196405105,0.5637846715531718,0.27138120669188365,0.14620173243064405,0.4175829391225277
6.818380521719541,4.578414896532349,0.10743525231595377,0.1579788865081736,0.3159711643394449,0.039173635872366955,0.4625068665094327,0.5518213843844407,0.23917143735685223,0.15632497351379424,0.39549641087064646
6.986772110782924,4.6369320400066405,-0.008938845237871477,0.028508246414445423,0.5764680666496024,0.05579079318193207,0.2602876668950608,0.6281519497227558,0.28796971492392087,0.17009111739941749,0.45806083232333833
6.9592663091936355,4.830595195889177,4.0638840354613676e-4,0.10250575620708033,0.35925925997281755,0.008494810445950579,0.197239248603375,0.6125995903622297,0.28755086665578106,0.16252436185322433,0.4500752285090054
6.930119386266339,4.674688365986126,0.08458506241486514,0.04597798509636839,0.37494574911450423,0.03244497749034922,0.4573504895529493,0.5404977655133081,0.26156081518934204,0.13946847516198302,0.40102929035132506
6.892995188323076,4.673199178213457,0.0064357502439587955,0.2187301019600186,0.31912199637798627,0.01915642697995772,0.30270695765784766,0.5697913941077424,0.26350597069685927,0.15314271170544153,0.4166486824023008
6.905666641812147,4.639589781456518,0.05053262301843945,0.14067865884304478,0.33283820105638423,0.028764705867823034,0.5484387246069727,0.5060355145714053,0.23621501248247034,0.13491025104446747,0.3711252635269378
6.860195481724579,4.646961022122095,0.16115434348709157,0.20987805574303264,0.35156904601426625,0.025937804768895224,0.25980279830562114,0.6572342011216884,0.28073722720359984,0.18824848695904428,0.4689857141626441
